Name,Perm Id,Ric,STS,Tanker Zone,Type
Fremantle Common User Multipurpose Berths,77309540822,C}TS7309540822,0,N/A,BERTH
Fremantle Northern Anchorage,77309898265,C}TS7309898265,0,N/A,ANCHORAGE
Friday Harbour,77309536323,C}TS7309536323,0,W Coast Canada,PORT
Frieleneskaien MPP and Cruise Berth,77309539528,C}TS7309539528,0,N/A,BERTH
Frihamnen Container Terminal (Quay 5),77309541171,C}TS7309541171,0,N/A,BERTH
Front Puffin FPSO,77309873014,C}TS7309873014,0,West Africa,PORT
Frontera,77309531153,C}TS7309531153,0,E Mexico,PORT
Fruit Terminal Pier 16-18 (Galveston),77309838498,C}TS7309838498,0,N/A,BERTH
Fruport - Tarragona Reefer Terminal,77309539603,C}TS7309539603,0,N/A,BERTH
FSO Manora Princess,77309899349,C}TS7309899349,0,Thailand,PORT
FSO Randgrid (Gina Krog),77309869898,C}TS7309869898,0,North Sea,PORT
FSO Tulja Bhavani (Okwuibome),77309780967,C}TS7309780967,0,West Africa,PORT
FSO Ugo Ocha,77309933929,C}TS7309933929,0,West Africa,PORT
FSRU BW Singapore (Ain Sukhna),77309834773,C}TS7309834773,0,N/A,BERTH
FSRU BW Singapore (Sumed),77309867032,C}TS7309867032,0,N/A,BERTH
FSRU Hoegh Gallant (Ain Sukhna),77309834774,C}TS7309834774,0,N/A,BERTH
Fuel Oil Dk 1 (HOU),77309838733,C}TS7309838733,0,N/A,BERTH
Fuel Oil Dk 2 (HOU),77309838735,C}TS7309838735,0,N/A,BERTH
Fuel Oil Dk 3 (HOU),77309838736,C}TS7309838736,0,N/A,BERTH
Fuel Oil Dk 4 (HOU),77309838737,C}TS7309838737,0,N/A,BERTH
Fuel Oil Tml (HOU),77309539634,C}TS7309539634,0,N/A,BERTH
Fuel Oil Tml 4 (HOU),77309766209,C}TS7309766209,0,N/A,BERTH
Fuengirola,77309536325,C}TS7309536325,0,Gibraltar,PORT
Fujairah,77309532891,C}TS7309532891,0,Arabian Gulf,PORT
Fujairah Anchorage,77309542684,C}TS7309542684,0,N/A,ANCHORAGE
"Fujairah MPP and Bulk Berths 5,6 and 7",77309542105,C}TS7309542105,0,N/A,BERTH
Fujairah Oil Tanker Terminal-1,77309542106,C}TS7309542106,0,N/A,BERTH
Fujairah Oil Tanker Terminal-2,77309728874,C}TS7309728874,0,N/A,BERTH
Fujairah OT-1 Berth 1,77309848787,C}TS7309848787,0,N/A,BERTH
Fujairah OT-1 Berth 2,77309848788,C}TS7309848788,0,N/A,BERTH
Fujairah OT-1 Berth 3,77309848789,C}TS7309848789,0,N/A,BERTH
Fujairah OT-1 Berth 3A,77309879320,C}TS7309879320,0,N/A,BERTH
Fujairah OT-1 Berth 3B,77309879321,C}TS7309879321,0,N/A,BERTH
Fujairah OT-2 Berth 4,77309848790,C}TS7309848790,0,N/A,BERTH
Fujairah OT-2 Berth 5,77309848791,C}TS7309848791,0,N/A,BERTH
Fujairah OT-2 Berth 6,77309848792,C}TS7309848792,0,N/A,BERTH
Fujairah OT-2 Berth 7,77309848793,C}TS7309848793,0,N/A,BERTH
Fujairah OT-2 Berth 8,77309844334,C}TS7309844334,0,N/A,BERTH
Fujairah OT-2 Berth 9,77309844335,C}TS7309844335,0,N/A,BERTH
Fujairah VLCC-1 Terminal,77309841127,C}TS7309841127,0,N/A,BERTH
Fuji,77309543262,C}TS7309543262,0,Japan,PORT
Fujian Oil Terminal,77309542052,C}TS7309542052,0,N/A,BERTH
Fujian Province,77309538430,C}TS7309538430,0,'-,PORT
Fujimi Futo Flour Mills / Grain Elevators (?),77309542355,C}TS7309542355,0,N/A,BERTH
Fukushima (North and South Ports),77309542342,C}TS7309542342,0,Japan,PORT
Fukushima 1 Nuclear Power Plant Service Pier,77309542343,C}TS7309542343,0,N/A,BERTH
Fukushima 2 Nuclear Power Plant Service Pier,77309542344,C}TS7309542344,0,N/A,BERTH
Fukuyama,77309542411,C}TS7309542411,0,Japan,PORT
Fuling,77309534952,C}TS7309534952,0,Shanghai,PORT
Funabashi,77309539103,C}TS7309539103,0,Japan,PORT
Funchal,77309533484,C}TS7309533484,0,Tenerife,PORT
Fusa,77309538983,C}TS7309538983,0,UK Continent,PORT
Fusina,77309538251,C}TS7309538251,0,Adriatic,PORT
Futila Terminal,77309531528,C}TS7309531528,0,SW Africa,PORT
Fuzhou (Greater Area),77309534279,C}TS7309534279,0,Shanghai,PORT
Fuzhou Qingzhou Container Tml,77309541539,C}TS7309541539,0,N/A,BERTH
Fuzhou Songxia Bulk Tml,77309764953,C}TS7309764953,0,N/A,BERTH
Fuzhou-Jiangying International Container Tml,77309541538,C}TS7309541538,0,N/A,BERTH
Fynsvaerket - Odense Power Station,77309540450,C}TS7309540450,0,N/A,BERTH
G.B. Howell Martimime Multipurpose Berths,77309539985,C}TS7309539985,0,N/A,BERTH
G3 Grain Tml (Hamilton),77309929015,C}TS7309929015,0,N/A,BERTH
G3 Grain Tml (Quebec),77309929030,C}TS7309929030,0,N/A,BERTH
G3 Grain Tml (Thunderbay),77309929031,C}TS7309929031,0,N/A,BERTH
GÃ¤vle Container Terminal,77309541137,C}TS7309541137,0,N/A,BERTH
Gabes,77309533501,C}TS7309533501,0,Malta,PORT
Gabes Anchorage,77309543299,C}TS7309543299,0,N/A,ANCHORAGE
Gabon STS,77309928217,C}TS7309928217,1,West Africa,PORT
Gadani,77309542523,C}TS7309542523,0,Arabian Gulf,PORT
Gadot North Terminal (Haifa),77309823976,C}TS7309823976,0,N/A,BERTH
Gadot South Terminal (Haifa),77309847089,C}TS7309847089,0,N/A,BERTH
Gaeta,77309531325,C}TS7309531325,0,W Coast Italy,PORT
Gaeta Anchorage,77309542142,C}TS7309542142,0,N/A,ANCHORAGE
Gagak Rimang FSO (Tuban),77309779287,C}TS7309779287,0,N/A,BERTH
Gaikou Shinfuto Container Terminal,77309540604,C}TS7309540604,0,N/A,BERTH
Galana Petroleum Terminal,77309705046,C}TS7309705046,0,N/A,BERTH
Galati,77309543078,C}TS7309543078,0,Turkey,PORT
Galati - Unicom Oil Terminal SA Galatzi (Bunkering?),77309557121,C}TS7309557121,0,N/A,BERTH
Galeota,77309531355,C}TS7309531355,0,Caribbean,PORT
Galeota SBM-1,77309707582,C}TS7309707582,0,N/A,BERTH
Galeota SBM-2,77309781632,C}TS7309781632,0,N/A,BERTH
Galle,77309532592,C}TS7309532592,0,Colombo,PORT
Gallipoli,77309531335,C}TS7309531335,0,Malta,PORT
Galoa (Bua-Fiji),77309866873,C}TS7309866873,0,New Zealand,PORT
GALP Liquid Fuel Terminal,77309540198,C}TS7309540198,0,N/A,BERTH
GALP Terminal - Muelle de la osa No 7 (Gijon),77309830033,C}TS7309830033,0,N/A,BERTH
Galp-Leca Monobuoy Terminal (Leixoes),77309759347,C}TS7309759347,0,N/A,BERTH
Galveston,77309531755,C}TS7309531755,0,US Gulf,PORT
"Galveston Anchorages A, B and C",77309542947,C}TS7309542947,0,N/A,ANCHORAGE
Galveston Outer Anchg North (HOU),77309542949,C}TS7309542949,0,N/A,ANCHORAGE
Galveston Outer Anchg South (HOU),77309542948,C}TS7309542948,0,N/A,ANCHORAGE
Galveston Terminal Int Barge Dock (Galveston),77309838499,C}TS7309838499,0,N/A,BERTH
Galway,77309534810,C}TS7309534810,0,Ireland,PORT
Gamagori,77309532037,C}TS7309532037,0,Japan,PORT
Gamba,77309532713,C}TS7309532713,0,West Africa,PORT
Gamma Pier (East) (Genoa),77309826154,C}TS7309826154,0,N/A,BERTH
Gamma Pier (West) (Genoa),77309826155,C}TS7309826155,0,N/A,BERTH
Gam-Petroleum Mandarini Terminal,77309542403,C}TS7309542403,0,N/A,BERTH
Gandia,77309539009,C}TS7309539009,0,West Med,PORT
Gangavaram,77309535438,C}TS7309535438,0,Chittagong,PORT
Gangavaram Anchorage,77309898261,C}TS7309898261,0,N/A,ANCHORAGE
Gaogang,77309531623,C}TS7309531623,0,Shanghai,PORT
Gaolan,77309531454,C}TS7309531454,0,Canton,PORT
Garden City Container Terminal,77309541638,C}TS7309541638,0,N/A,BERTH
Garelochhead,77309829873,C}TS7309829873,0,Ireland,PORT
Garelochhead North Berth,77309829874,C}TS7309829874,0,N/A,BERTH
Garelochhead South Berth,77309829875,C}TS7309829875,0,N/A,BERTH
Garongkong (Sulawesi),77309824466,C}TS7309824466,0,Lawi-Lawi Terminal,PORT
Garrucha,77309533557,C}TS7309533557,0,West Med,PORT
Garston,77309534388,C}TS7309534388,0,UK Continent,PORT
Gasco Ruwais Gas Jetty,77309542303,C}TS7309542303,0,N/A,BERTH
Gasolina Tank Terminal,77309541886,C}TS7309541886,0,N/A,BERTH
Gasport LNG Terminal (Bin Qasim),77309947130,C}TS7309947130,0,N/A,BERTH
Gate Liquid Gas Terminal,77309540564,C}TS7309540564,0,N/A,BERTH
Gateway Terminals India,77309541739,C}TS7309541739,0,N/A,BERTH
Gatun,77309539118,C}TS7309539118,0,Caribbean,PORT
Gatun Lake Anchorage,77309542547,C}TS7309542547,0,N/A,ANCHORAGE
Gavle,77309532696,C}TS7309532696,0,Baltic,PORT
Gavle Oil Terminal - Berth 27 (Gavle),77309847090,C}TS7309847090,0,N/A,BERTH
Gavrion,77309542641,C}TS7309542641,0,Greece,PORT
Gazenica,77309533533,C}TS7309533533,0,Adriatic,PORT
GCT Xingang (Huangpu Area),77309541549,C}TS7309541549,0,N/A,BERTH
GCT Xinsha (Huangpu Area),77309541551,C}TS7309541551,0,N/A,BERTH
Gdansk,77309531586,C}TS7309531586,0,Baltic,PORT
Gdansk Bay Anchorage (also Gdynia),77309542715,C}TS7309542715,0,N/A,ANCHORAGE
Gdansk Shipyard,77309781057,C}TS7309781057,0,N/A,BERTH
GDF-Suez LNG Terminal,77309539558,C}TS7309539558,0,N/A,BERTH
GDF-Suez LNG Terminal - Fos-Cavaou,77309539559,C}TS7309539559,0,N/A,BERTH
GDF-Suez LNG Terminal - Fos-Tonkin,77309539557,C}TS7309539557,0,N/A,BERTH
GDF-Suez LNG Terminal (Montoir),77309753007,C}TS7309753007,0,N/A,BERTH
GDF-Suez Power Station Bremen-Farge,77309540101,C}TS7309540101,0,N/A,BERTH
Gdynia,77309531595,C}TS7309531595,0,Baltic,PORT
Gdynia Container Terminal,77309541564,C}TS7309541564,0,N/A,BERTH
Gebe Island,77309534470,C}TS7309534470,0,Lawi-Lawi Terminal,PORT
Gebig,77309531944,C}TS7309531944,0,Rio de Janeiro,PORT
Gebze,77309538919,C}TS7309538919,0,Turkey,PORT
Gebze - Berth1 TBN,77309829820,C}TS7309829820,0,N/A,BERTH
Gedser,77309533961,C}TS7309533961,0,Baltic,PORT
Geelong,77309532170,C}TS7309532170,0,Melbourne,PORT
"Geelong Bulk Grain Piers 1,2, and 3",77309540190,C}TS7309540190,0,N/A,BERTH
Geelong Corio MPP and Bulk Wharves,77309540188,C}TS7309540188,0,N/A,BERTH
Geismar,77309539206,C}TS7309539206,0,US Gulf,PORT
Geismar Potash Terminal,77309539299,C}TS7309539299,0,N/A,BERTH
Gela,77309531345,C}TS7309531345,0,W Coast Italy,PORT
Gellibrand Tanker Berth (Melbourne),77309878032,C}TS7309878032,0,N/A,BERTH
Gelsenkirchen,77309708516,C}TS7309708516,0,UK Continent,PORT
Gemlik,77309533650,C}TS7309533650,0,Turkey,PORT
Gemlik Anchorage,77309542969,C}TS7309542969,0,N/A,ANCHORAGE
Gemlik Fertiliser Terminal,77309542241,C}TS7309542241,0,N/A,BERTH
Gemport Terminal,77309540691,C}TS7309540691,0,N/A,BERTH
General Bulk,77309540289,C}TS7309540289,0,N/A,BERTH
General Cargo Berth nos 3 - 5,77309540139,C}TS7309540139,0,N/A,BERTH
General Cargo Complex 201 (Tampa),77309838924,C}TS7309838924,0,N/A,BERTH
General Cargo Complex 202 (Tampa),77309838925,C}TS7309838925,0,N/A,BERTH
General Cargo Complex 208 (Tampa),77309838926,C}TS7309838926,0,N/A,BERTH
General Cargo Complex 209 (Tampa),77309838927,C}TS7309838927,0,N/A,BERTH
General Cargo Complex 210 (Tampa),77309838928,C}TS7309838928,0,N/A,BERTH
General Cargo Pier (Luanda),77309540969,C}TS7309540969,0,N/A,BERTH
General Cargo Pier (Phnom Penh),77309540824,C}TS7309540824,0,N/A,BERTH
General Cargo Pier A River (Mobile),77309838668,C}TS7309838668,0,N/A,BERTH
General Cargo Pier A South (Mobile),77309838669,C}TS7309838669,0,N/A,BERTH
General Cargo Pier B North (Mobile),77309838670,C}TS7309838670,0,N/A,BERTH
General Cargo Pier C North (Mobile),77309838671,C}TS7309838671,0,N/A,BERTH
General Cargo Pier C River (Mobile),77309838673,C}TS7309838673,0,N/A,BERTH
General Cargo Pier No 3 (Mobile),77309838674,C}TS7309838674,0,N/A,BERTH
General Cargo Pier No 7 (Mobile),77309838675,C}TS7309838675,0,N/A,BERTH
General Cargo Piers 3-4-5 (Montevideo),77309879678,C}TS7309879678,0,N/A,BERTH
General Cargo Piers 6-7 (Montevideo),77309879677,C}TS7309879677,0,N/A,BERTH
"General Cargo Terminal No 6, 7, 9 & 10",77309539913,C}TS7309539913,0,N/A,BERTH
General Lagos,77309534892,C}TS7309534892,0,Buenos Aires,PORT
General San Martin,77309531119,C}TS7309531119,0,W Coast S America,PORT
General Santos,77309538977,C}TS7309538977,0,Manila,PORT
Genesis Energy Barge Berth (Port Hudson),77309839292,C}TS7309839292,0,N/A,BERTH
Geneva,77309538696,C}TS7309538696,0,Fos sur Mer,PORT
Gennevilliers,77309532332,C}TS7309532332,0,UK Continent,PORT
Genoa,77309531359,C}TS7309531359,0,Fos sur Mer,PORT
Genoa Anchorage,77309542761,C}TS7309542761,0,N/A,ANCHORAGE
"Genoa Cruise, Roro and Passenger Ferry Port",77309539259,C}TS7309539259,0,N/A,BERTH
Gentse Havenbehandelingen-East (Ghent),77309830188,C}TS7309830188,0,N/A,BERTH
Gentse Havenbehandelingen-West (Ghent),77309830189,C}TS7309830189,0,N/A,BERTH
Gentse Havenbehandelinge-West (Ghent),77309830190,C}TS7309830190,0,N/A,BERTH
Geoje,77309539077,C}TS7309539077,0,Korea,PORT
Geoje Anchorage,77309542980,C}TS7309542980,0,N/A,ANCHORAGE
Geoport Coal Terminal,77309785676,C}TS7309785676,0,N/A,BERTH
Georgetown,77309538834,C}TS7309538834,0,'-,PORT
Georgetown (Cayman Islands),77309539013,C}TS7309539013,0,Bahamas,PORT
Georgetown (Guyana),77309539064,C}TS7309539064,0,Caribbean,PORT
Georgetown (U.S.A.),77309538487,C}TS7309538487,0,US Atlantic Coast,PORT
Georgia Gulf Corp. (HOU),77309557032,C}TS7309557032,0,N/A,BERTH
GEPD Shanwei Dongzhou Power Station,77309540124,C}TS7309540124,0,N/A,BERTH
GEPD Zhanjiang Power Station,77309540126,C}TS7309540126,0,N/A,BERTH
Geragai Terminal and Oil Field,77309564312,C}TS7309564312,0,Singapore,PORT
Geraldton,77309532176,C}TS7309532176,0,Kwinana,PORT
Geraldton Anchorage,77309543037,C}TS7309543037,0,N/A,ANCHORAGE
Geraldton Berth 5,77309759461,C}TS7309759461,0,N/A,BERTH
Geraldton Berth 7,77309759462,C}TS7309759462,0,N/A,BERTH
Geraldton Grain Terminal - Berth 4,77309540163,C}TS7309540163,0,N/A,BERTH
Gereke Chem Tml (HOU),77309557034,C}TS7309557034,0,N/A,BERTH
Gevelco Distriport - Brittaniehaven,77309540872,C}TS7309540872,0,N/A,BERTH
Ghazaouet,77309531756,C}TS7309531756,0,West Med,PORT
Ghazaouet Anchorage,77309543131,C}TS7309543131,0,N/A,ANCHORAGE
Ghent,77309532584,C}TS7309532584,0,UK Continent,PORT
Ghent Coal Terminal,77309540539,C}TS7309540539,0,N/A,BERTH
Ghent Container Terminal,77309541249,C}TS7309541249,0,N/A,BERTH
Ghent Transport & Storage Terminal (Gent),77309830191,C}TS7309830191,0,N/A,BERTH
Gibraltar,77309533151,C}TS7309533151,0,Gibraltar,PORT
Gibraltar - Berth1 TBN,77309828628,C}TS7309828628,0,N/A,BERTH
Gibraltar - Detached Mole,77309847075,C}TS7309847075,0,N/A,BERTH
Gibraltar Anchorages,77309542699,C}TS7309542699,0,N/A,ANCHORAGE
Gibraltar LNG,77309913488,C}TS7309913488,0,N/A,BERTH
Gijon,77309534018,C}TS7309534018,0,Bilbao,PORT
Gijon Anchorage,77309543029,C}TS7309543029,0,N/A,ANCHORAGE
Gijon Cement Terminal,77309540197,C}TS7309540197,0,N/A,BERTH
Gilleleje,77309536360,C}TS7309536360,0,Baltic,PORT
Gimboa Terminal (FPSO),77309564428,C}TS7309564428,0,SW Africa,PORT
Gioia Tauro,77309531580,C}TS7309531580,0,Malta,PORT
GIP Oil Terminal (Nouadhibou),77309844645,C}TS7309844645,0,N/A,BERTH
Girassol Terminal,77309538735,C}TS7309538735,0,SW Africa,PORT
Gisborne,77309531393,C}TS7309531393,0,New Zealand,PORT
Giurgiu,77309831126,C}TS7309831126,0,Turkey,PORT
Giurgiu,77309831158,C}TS7309831158,0,N/A,BERTH
Giurgiulesti,77309543005,C}TS7309543005,0,Turkey,PORT
Gizan,77309531948,C}TS7309531948,0,Red Sea (Yanbu),PORT
Gizan - Liquid Bulk Terminal,77309844750,C}TS7309844750,0,N/A,BERTH
Gizan - Offshore Tanker Terminal,77309557377,C}TS7309557377,0,N/A,BERTH
Gizan Oil Terminal,77309539781,C}TS7309539781,0,N/A,BERTH
Gladstone,77309532179,C}TS7309532179,0,Brisbane,PORT
Gladstone Anchorage,77309542290,C}TS7309542290,0,N/A,ANCHORAGE
Gladstone Curtis Island LNG Terminal,77309755999,C}TS7309755999,0,N/A,BERTH
Gladstone Dock - No 3 Branch (Liverpool),77309830456,C}TS7309830456,0,N/A,BERTH
Gladstone Dock - No.2 Dock Branch (Liverpool),77309830455,C}TS7309830455,0,N/A,BERTH
Glasgow,77309534820,C}TS7309534820,0,Ireland,PORT
Glebe Island Bulk Import Berth 7 and 8,77309539550,C}TS7309539550,0,N/A,BERTH
Glen Lyon (Schiehallion) FPSO,77309653565,C}TS7309653565,0,North Sea,PORT
Glencore Coal Terminal,77309541879,C}TS7309541879,0,N/A,BERTH
Glenoil - Tanker Berth No.26 (Liepaja),77309830598,C}TS7309830598,0,N/A,BERTH
Glensanda,77309531152,C}TS7309531152,0,Ireland,PORT
Glensanda Super Quarry Rock Export Berth,77309540036,C}TS7309540036,0,N/A,BERTH
Global (Revere) Berth-1 (Boston),77309879698,C}TS7309879698,0,N/A,BERTH
Global (Revere) Berth-2 (Boston),77309879699,C}TS7309879699,0,N/A,BERTH
Global Chelsea Berth (Boston),77309880509,C}TS7309880509,0,N/A,BERTH
Global Enterprises Container Terminal (Phase 1-1),77309541695,C}TS7309541695,0,N/A,BERTH
Global Gamman Terminal (generic name),77309541557,C}TS7309541557,0,N/A,BERTH
Global Gateway Central (60 - 63),77309541573,C}TS7309541573,0,N/A,BERTH
Global Marine Terminal,77309541511,C}TS7309541511,0,N/A,BERTH
Global Oil Terminal (Portland),77309541906,C}TS7309541906,0,N/A,BERTH
Global Producer 3 FPSO (Dumbarton),77309653553,C}TS7309653553,0,North Sea,PORT
Global Steel Philippines Iligan Works,77309539427,C}TS7309539427,0,N/A,BERTH
Globalplex Bulk Terminal,77309540416,C}TS7309540416,0,N/A,BERTH
Globalplex General Cargo Terminal,77309540415,C}TS7309540415,0,N/A,BERTH
Glomfjord (Norway),77309826048,C}TS7309826048,0,North Sea,PORT
Gloucester (U.S.A.),77309538547,C}TS7309538547,0,US Atlantic Coast,PORT
Gluckstadt,77309532887,C}TS7309532887,0,UK Continent,PORT
GMD Shipyard,77309542457,C}TS7309542457,0,N/A,BERTH
GN Power Mariveles Berth,77309778441,C}TS7309778441,0,N/A,BERTH
Gobo,77309753212,C}TS7309753212,0,Japan,PORT
Goderich,77309535185,C}TS7309535185,0,Quebec,PORT
GOLA - Galveston Offshore Lightering Area,77309564485,C}TS7309564485,1,US Gulf,PORT
Golcuk,77309536375,C}TS7309536375,0,Turkey,PORT
Golden Shine Cereal and Vegetable Oil Terminal,77309539777,C}TS7309539777,0,N/A,BERTH
Golfito,77309534564,C}TS7309534564,0,Panama,PORT
Golfo Aranci,77309539090,C}TS7309539090,0,W Coast Italy,PORT
Goliat FPSO,77309823981,C}TS7309823981,0,North Sea,PORT
Gonaives,77309536377,C}TS7309536377,0,Bahamas,PORT
Gonfreville (TPF) Total No.1 (Le Havre),77309830126,C}TS7309830126,0,N/A,BERTH
Good Hope,77309536026,C}TS7309536026,0,'-,PORT
Goole,77309534412,C}TS7309534412,0,UK Continent,PORT
Gordon A Finch Molasses Pier,77309542125,C}TS7309542125,0,N/A,BERTH
Gore Bay Tank Terminal,77309542100,C}TS7309542100,0,N/A,BERTH
Gorgon Terminal (Barrow Island),77309539513,C}TS7309539513,0,N/A,BERTH
Gorontalo,77309531874,C}TS7309531874,0,Lawi-Lawi Terminal,PORT
Gosport Tank Pier (generic name),77309542490,C}TS7309542490,0,N/A,BERTH
Gosung,77309539140,C}TS7309539140,0,Korea,PORT
Goteborg,77309533239,C}TS7309533239,0,UK Continent,PORT
Goteborg Anchorage,77309539200,C}TS7309539200,0,N/A,ANCHORAGE
Gourock,77309534822,C}TS7309534822,0,Ireland,PORT
Gove,77309532191,C}TS7309532191,0,Darwin,PORT
Gove - Tanker wharf,77309557350,C}TS7309557350,0,N/A,BERTH
Gove Alumina Wharf,77309779025,C}TS7309779025,0,N/A,BERTH
Gove Anchorage,77309898266,C}TS7309898266,0,N/A,ANCHORAGE
Government New Wharf No.1 (Dumai),77309932317,C}TS7309932317,0,N/A,BERTH
Government Oil Berth (Inkoo),77309909120,C}TS7309909120,0,N/A,BERTH
Governor Nichols Street Wharf (New Orleans),77309838721,C}TS7309838721,0,N/A,BERTH
GP Gypsum Corp (Camden),77309839178,C}TS7309839178,0,N/A,BERTH
GPIC Urea Plant,77309542245,C}TS7309542245,0,N/A,BERTH
Grain Berth,77309539321,C}TS7309539321,0,N/A,BERTH
Grain Bulk Handlers Terminal Mombasa,77309539527,C}TS7309539527,0,N/A,BERTH
Grain elevator (Enterprize Road),77309539714,C}TS7309539714,0,N/A,BERTH
Grain Elevator and Flour Mill,77309539844,C}TS7309539844,0,N/A,BERTH
Grain Elevator E - South Menomonee Canal,77309539942,C}TS7309539942,0,N/A,BERTH
Grain facility,77309539838,C}TS7309539838,0,N/A,BERTH
Grain LNG Terminal - Jetty 10 (Thamesport),77309830483,C}TS7309830483,0,N/A,BERTH
GrainCorp Liquid Terminal (Adelaide),77309871250,C}TS7309871250,0,N/A,BERTH
Graincorp Terminal - Western Basin Grain Elevator,77309540056,C}TS7309540056,0,N/A,BERTH
Gramercy,77309531186,C}TS7309531186,0,US Gulf,PORT
Grand Bahama Shipyard (Freeport-Bahamas),77309912091,C}TS7309912091,0,N/A,BERTH
Grand Cayman,77309538686,C}TS7309538686,0,'-,PORT
Grand Couronne - Terminal Agro-industrie,77309540223,C}TS7309540223,0,N/A,BERTH
Grand Turk Port,77309533847,C}TS7309533847,0,Bahamas,PORT
Grande Moinho Agrobulk Terminial,77309541452,C}TS7309541452,0,N/A,BERTH
Grangemouth,77309534422,C}TS7309534422,0,North Sea,PORT
Grangemouth Container Terminal (generic name),77309541112,C}TS7309541112,0,N/A,BERTH
Grangemouth Gas Terminal,77309539761,C}TS7309539761,0,N/A,BERTH
Grangemouth Jetty 2A,77309797506,C}TS7309797506,0,N/A,BERTH
Grangemouth Jetty 3,77309797507,C}TS7309797507,0,N/A,BERTH
Grangemouth Jetty 4,77309797504,C}TS7309797504,0,N/A,BERTH
Grangemouth Jetty E2,77309797509,C}TS7309797509,0,N/A,BERTH
Grangemouth STS Jetty E1,77309797508,C}TS7309797508,1,N/A,BERTH
Granville,77309532463,C}TS7309532463,0,UK Continent,PORT
Graveleau Container Terminal,77309541426,C}TS7309541426,0,N/A,BERTH
Gravenchon,77309533360,C}TS7309533360,0,UK Continent,PORT
Gravesend,77309535180,C}TS7309535180,0,UK Continent,PORT
Grays,77309534519,C}TS7309534519,0,UK Continent,PORT
Grays Harbor,77309531771,C}TS7309531771,0,US West Coast,PORT
Great Bitter Lake Anchorage (part of Suez Canal),77309543039,C}TS7309543039,0,N/A,ANCHORAGE
Great Yarmouth,77309533535,C}TS7309533535,0,UK Continent,PORT
Greater Plutonio Terminal (FPSO),77309560260,C}TS7309560260,0,SW Africa,PORT
Green Bay,77309531776,C}TS7309531776,0,E Coast Canada,PORT
Green Port,77309541128,C}TS7309541128,0,N/A,BERTH
Green Port (ex Riverside Container Terminal),77309540796,C}TS7309540796,0,N/A,BERTH
Greenock,77309535492,C}TS7309535492,0,Ireland,PORT
Greenock Ocean Terminal,77309541240,C}TS7309541240,0,N/A,BERTH
Greenore (Ireland),77309534389,C}TS7309534389,0,Ireland,PORT
Greenville,77309532453,C}TS7309532453,0,North West Africa,PORT
Grenaa,77309531340,C}TS7309531340,0,Baltic,PORT
Gresik,77309534478,C}TS7309534478,0,Lawi-Lawi Terminal,PORT
Gresik Oil Power Plant,77309539749,C}TS7309539749,0,N/A,BERTH
Gretna Berth No 4 (New Orleans),77309838722,C}TS7309838722,0,N/A,BERTH
